year,name,height_in,weight_lbs,40,bench,vertical,broad_jump,shuttle,3_cone
2005,Leron McCoy,73.5,211,4.41,16,37.0,119,4.21,7.19
2005,Lance Moore,69.25,177,4.52,11,40.0,117,4.32,7.12
2005,Terrence Murphy,72.88,202,4.43,14,41.0,128,3.91,7.02
2005,Chad Owens,67.38,183,4.66,23,37.0,110,3.94,6.7
2005,Roscoe Parrish,69.75,168,4.4,10,36.0,126,4.2,6.64
2005,Tab Perry,74.5,229,4.48,17,34.0,116,4.22,7.0
2005,Jamaica Rector,69.75,186,4.5,17,36.5,119,4.13,6.78
2005,Dante Ridgeway,71.13,212,4.6,15,33.0,117,4.39,7.27
2005,Courtney Roby,72.13,189,4.41,12,36.5,125,3.94,6.6
2005,J.R. Russell,75.0,206,4.58,14,34.5,120,4.02,6.92
2005,Steve Savoy,70.88,192,4.66,13,32.0,109,4.22,7.28
2005,Dan Sheldon,68.88,179,4.46,11,34.0,118,4.22,6.99
2005,Chauncey Stovall,72.75,221,4.66,17,35.0,121,4.26,7.04
2005,Taylor Stubblefield,71.25,174,4.75,11,32.0,114,4.18,6.94
2005,Craphonso Thorpe,72.88,188,4.38,12,34.5,119,4.23,6.99
2005,Paris Warren,72.38,219,4.73,16,31.5,121,4.18,6.98
2005,Roddy White,73.25,207,4.46,18,41.0,126,4.01,7.12
2005,Roydell Williams,73.38,195,4.52,13,38.0,120,4.24,7.0
2005,Troy Williamson,73.38,203,4.34,14,37.0,121,4.18,6.99
2004,Derek Abney,69.3,179,4.56,11,33.5,120,4.08,6.89
2004,Bernard Berrian,73.0,183,4.58,12,38.0,128,4.18,7.34
2004,Maurice Brown,72.3,219,4.54,16,33.0,117,4.21,7.38
2004,Michael Clayton,74.8,209,4.61,14,32.5,116,4.09,6.77
2004,Chris Collins,73.1,201,4.67,14,35.0,112,4.27,7.02
2004,Terrance Copper,71.9,208,4.51,14,35.5,116,4.31,7.34
2004,Jerricho Cotchery,72.5,212,4.56,16,36.0,121,3.91,6.93
2004,Tom Crowder,73.0,183,4.45,12,38.5,132,4.23,6.99
2004,Lane Danielson,73.0,197,4.6,13,31.0,117,4.07,6.73
2004,Devard Darling,73.1,213,4.52,16,37.0,129,4.28,7.05
2004,Lee Evans,70.9,197,4.41,13,34.5,120,4.24,7.0
2004,Carlos Francis,69.1,198,4.31,13,38.5,114,4.06,6.97
2004,D.J. Hackett,74.5,199,4.55,13,41.0,131,4.08,6.79
2004,Justin Jenkins,71.5,213,4.6,16,35.0,123,4.16,7.47
2004,Tony Johnson,70.6,202,4.61,14,32.5,118,4.16,7.16
2004,Triandos Luke,71.0,199,4.43,13,38.0,124,4.17,7.06
2004,Maurice Mann,74.0,191,4.57,13,34.0,118,4.24,7.0
2004,Derek McCoy,75.3,210,4.73,14,38.0,128,4.09,7.1
2004,Jeris McIntyre,71.3,203,4.51,14,29.0,112,4.08,6.98
2004,Clarence Moore,78.0,211,4.55,16,34.0,122,4.21,6.84
2004,Johnnie Morant,76.0,229,4.54,17,41.0,130,4.22,7.34
2004,James Newson,72.8,213,4.85,16,31.5,116,4.28,7.41
2004,Samie Parker,70.4,179,4.39,11,36.0,118,4.22,6.99
2004,P.K. Sam,75.4,210,4.53,14,34.5,121,4.27,7.04
2004,Freddie Smith,73.6,234,4.79,24,32.5,114,4.4,7.08
2004,John Standeford,75.1,197,4.63,13,32.5,113,4.08,6.9
2004,Kendrick Starling,72.6,193,4.5,13,31.5,119,3.87,6.88
2004,Andrae Thurman,71.3,192,4.53,13,34.5,121,4.3,7.31
2004,Ernest Wilford,75.6,226,4.76,17,40.5,130,4.17,7.04
2004,George Wilson,72.1,213,4.6,16,35.0,120,3.98,7.07
2004,Rashaun Woods,74.1,202,4.54,14,39.0,125,3.97,6.93
2003,Sam Aiken,73.9,209,4.64,14,39.5,121,4.27,7.22
2003,Arnaz Battle,73.0,217,4.58,16,35.0,117,4.06,6.74
2003,Ronald Bellamy,72.0,208,4.57,14,30.5,119,4.09,7.37
2003,Anquan Boldin,72.6,216,4.73,16,33.5,114,4.25,7.35
2003,Nate Burleson,73.0,197,4.51,13,42.5,126,4.16,6.96
2003,Tyrone Calico,75.8,223,4.36,17,38.0,127,4.2,6.72
2003,Kevin Curtis,71.1,186,4.46,12,36.0,122,3.96,6.75
2003,LaTarence Dunbar,70.8,196,4.54,13,34.0,122,4.3,7.39
2003,Doug Gabriel,74.3,213,4.56,16,35.5,116,4.15,7.03
2003,Talman Gardner,72.6,205,4.47,14,34.5,116,4.41,7.53
2003,Ryan Hoag,74.0,200,4.51,13,38.0,125,3.95,6.72
2003,Keenan Howry,69.6,178,4.62,11,31.5,114,4.24,7.34
2003,Andre Johnson,74.0,230,4.4,17,39.0,132,4.26,7.04
2003,Bethel Johnson,71.0,201,4.37,14,38.5,127,4.27,7.02
2003,Teyo Johnson,77.4,247,4.61,20,33.5,126,4.17,7.46
2003,Kareem Kelly,71.8,186,4.43,12,35.0,125,4.14,7.49
2003,Brandon Lloyd,72.1,184,4.61,12,36.0,119,4.23,6.99
2003,Adrian Madise,71.4,215,4.53,16,32.0,119,4.23,7.3
2003,Reno Mahe,69.3,198,4.71,13,32.0,109,4.14,7.27
2003,Kassim Osgood,76.9,208,4.7,14,31.0,122,4.4,7.19
2003,J.R. Tolver,73.0,202,4.76,14,36.0,119,4.16,6.98
2003,Bobby Wade,70.3,193,4.68,13,34.5,115,4.03,7.0
2003,Walter Young,76.6,214,4.59,16,39.0,121,4.22,6.89
2002,Deion Branch,69.1,191,4.47,13,36.0,115,3.76,6.71
2002,Antonio Bryant,73.3,188,4.6,12,37.0,118,4.23,6.99
2002,Reche Caldwell,71.8,194,4.53,13,41.5,128,4.1,7.0
2002,Kelly Campbell,70.1,171,4.52,11,34.0,118,4.22,6.99
2002,Tim Carter,71.9,190,4.34,12,39.0,124,3.93,6.68
2002,Terry Charles,75.1,207,4.5,14,36.5,122,4.09,7.02
2002,Andre' Davis,73.5,194,4.41,13,39.5,117,4.1,6.77
2002,RJ English,74.1,211,4.62,16,37.5,119,4.11,7.03
2002,Jabar Gaffney,73.1,193,4.56,13,35.0,120,4.06,6.87
2002,David Givens,72.0,217,4.57,16,40.5,124,4.13,6.82
2002,Herb Haygood,71.5,193,4.46,13,33.0,112,4.26,6.65
2002,Kahlil Hill,74.0,200,4.67,13,35.0,120,4.24,7.0
2002,Javin Hunter,71.1,186,4.47,12,41.0,126,4.04,6.84
2002,Emmett Johnson,73.9,205,4.45,14,39.0,120,4.1,7.15
2002,Ron Johnson,74.5,225,4.7,17,34.5,116,4.02,7.12
2002,Aaron Lockett,67.4,155,4.34,5,35.0,112,4.11,6.84
2002,Lee Mays,73.0,190,4.55,12,32.5,119,4.17,7.06
2002,Jason McAddley,73.5,203,4.5,14,36.5,120,4.09,6.83
2002,Freddie Milons,70.1,190,4.52,12,33.5,112,4.23,6.84
2002,Kendall Newson,73.6,200,4.72,13,33.5,113,4.27,6.87
2002,Brian Poli-Dixon,77.0,210,4.5,14,35.0,121,4.27,7.02
2002,Antwaan Randle El,69.6,191,4.54,13,35.0,120,4.24,7.0
2002,Cliff Russell,71.4,185,4.43,12,34.5,119,4.23,6.99
2002,Jake Schifino,72.6,200,4.47,13,35.0,120,4.24,7.0
2002,Lawrence Story,76.6,205,4.67,14,33.5,110,4.16,7.06
2002,Ryan Tolhurst,71.1,196,4.46,13,38.0,122,3.88,6.65
2002,Javon Walker,74.8,210,4.4,14,39.5,124,4.05,6.86
2001,Scotty Anderson,74.1,184,4.57,12,34.5,115,4.23,6.99
2001,Alex Bannister,76.6,201,4.5,14,30.5,110,4.27,7.02
2001,Eddie Berlin,71.4,191,4.44,13,39.5,122,4.06,6.78
2001,John Capel,70.6,177,4.41,11,36.5,126,4.22,6.99
2001,Jonathan Carter,71.6,180,4.4,11,42.5,134,4.25,7.28
2001,Chris Chambers,71.6,210,4.33,14,45.0,134,4.0,7.02
2001,Robert Ferguson,73.0,205,4.48,14,36.5,120,4.07,7.24
2001,Richmond Flowers,71.1,195,4.56,13,35.5,114,3.96,6.98
2001,Rod Gardner,74.3,219,4.48,16,36.0,121,4.28,7.05
2001,Reggie Germany,73.1,183,4.42,12,32.0,119,4.23,6.99
2001,Margin Hooks,70.6,191,4.46,13,36.0,116,4.18,7.08
2001,Cedric James,74.3,204,4.49,14,43.0,134,4.27,7.02
2001,Chad Johnson,73.0,192,4.58,13,33.0,108,4.14,7.51
2001,Kevin Kasper,72.0,199,4.44,13,43.5,126,3.73,6.56
2001,Andre King,71.9,199,4.61,13,35.5,120,4.24,7.0
2001,David Martin,76.1,242,4.76,20,37.0,127,4.17,7.46
2001,Justin McCareins,73.8,209,4.46,14,41.0,129,3.99,7.06
2001,Quentin McCord,70.1,191,4.49,13,36.5,112,4.18,7.17
2001,Shawn Mills,72.0,180,4.54,11,34.5,116,4.15,7.12
2001,Snoop Minnis,73.0,171,4.57,11,37.5,115,4.07,7.06
2001,Freddie Mitchell,71.4,185,4.47,12,39.5,120,4.06,6.95
2001,Quincy Morgan,72.9,211,4.48,16,33.0,121,4.28,7.05
2001,Santana Moss,69.6,184,4.31,12,42.0,119,4.23,6.99
2001,Bobby Newcombe,70.5,195,4.54,13,37.0,117,3.98,6.86
2001,Nate Poole,73.5,198,4.8,13,32.5,112,4.22,7.26
2001,Ken-Yon Rambo,72.6,196,4.34,13,39.0,120,4.24,7.0
2001,Koren Robinson,73.5,211,4.61,16,38.5,123,4.28,7.05
2001,Steve Smith Sr.,69.0,184,4.44,12,38.5,121,4.25,7.44
2001,Vinny Sutherland,68.6,192,4.57,13,32.5,120,4.24,7.0
2001,Chris Taylor,70.9,183,4.37,12,35.5,115,3.93,6.81
2001,David Terrell,75.1,213,4.43,16,38.0,121,4.28,7.05
2001,Reggie Wayne,72.0,198,4.45,13,36.0,120,4.24,7.0
2001,Marcus Williams,77.0,230,4.56,17,41.0,130,4.2,7.37
2000,Plaxico Burress,77.4,231,4.59,17,33.0,115,4.37,7.08
2000,Kwame Cavil,73.6,208,4.54,14,39.5,118,4.27,7.02
2000,Chris Cole,72.1,191,4.37,13,37.5,125,4.09,6.76
2000,Chris Coleman,71.8,211,4.65,16,32.5,110,4.1,6.79
2000,Laveranues Coles,71.3,192,4.48,13,34.0,115,4.39,6.89
2000,JaJuan Dawson,73.0,199,4.55,13,34.0,117,4.16,6.96
2000,Ron Dugans,73.4,206,4.58,14,35.0,117,4.27,7.02
2000,Larry Foster,69.9,198,4.57,13,37.0,121,4.06,6.88
2000,Trevor Gaylor,75.3,199,4.59,13,37.5,121,4.29,7.03
2000,Sherrod Gideon,71.1,173,4.69,11,34.0,118,4.22,6.99
2000,Windrell Hayes,71.0,204,4.5,14,35.0,121,4.18,7.33
2000,Darrell Jackson,71.8,197,4.58,13,35.0,120,4.24,7.0
2000,Marcus Knight,72.9,180,4.74,11,28.5,106,4.38,7.11
2000,Charles Lee,73.5,202,4.6,14,35.5,125,4.25,7.3
2000,Anthony Lucas,74.8,194,4.54,13,35.0,121,4.24,7.0
2000,Scottie Montgomery,72.4,196,4.58,13,36.0,117,4.11,7.16
2000,Wendell Montgomery,75.0,203,4.84,14,35.5,117,4.24,7.01
2000,Muneer Moore,74.0,201,4.52,14,37.5,129,4.09,6.91
2000,Sylvester Morris,75.0,216,4.63,16,34.5,119,4.17,7.06
2000,Dennis Northcutt,70.4,175,4.46,11,37.5,123,4.04,6.96
2000,Mareno Philyaw,73.9,205,4.69,14,39.5,129,4.13,6.93
2000,Gari Scott,72.3,194,4.6,13,33.5,119,4.24,7.0
2000,R.Jay Soward,69.5,177,4.41,11,35.0,124,4.22,6.99
2000,Quinton Spotwood,71.0,184,4.55,12,33.5,123,4.23,6.99
2000,Travis Taylor,72.9,199,4.43,13,37.0,118,4.24,7.15
2000,Troy Walters,66.5,171,4.55,11,32.5,106,3.84,6.61
2000,Dez White,73.3,218,4.62,16,37.5,124,4.09,6.91
2000,James Williams,70.9,180,4.6,11,36.0,123,4.16,7.22
2000,Bashir Yamini,75.3,191,4.55,13,33.0,130,4.18,7.09
1999,Karsten Bailey,71.8,205,4.33,14,40.0,121,3.99,6.99
1999,Eugene Baker,72.5,167,4.46,9,36.5,118,4.03,6.9
1999,D'Wayne Bates,73.6,215,4.59,16,37.0,117,4.24,7.25
1999,David Boston,73.3,215,4.47,16,37.0,116,4.09,7.2
1999,Na Brown,72.6,184,4.56,12,30.5,110,4.21,7.12
1999,Siaha Burley,71.0,166,4.53,9,34.0,113,4.16,6.95
1999,Kenny Cheatham,75.0,211,4.6,16,36.0,115,4.28,7.05
1999,Darrin Chiaverini,73.1,212,4.53,16,33.0,112,4.16,7.05
1999,Eddie Conti,68.0,173,4.5,11,36.0,120,4.04,6.96
1999,Jermaine Copeland,74.0,201,4.5,14,36.0,117,4.28,7.3
1999,Dameane Douglas,71.9,201,4.7,14,31.5,119,4.36,7.36
1999,Troy Edwards,69.5,191,4.57,13,36.5,117,4.16,7.37
1999,John Fassel,76.0,189,4.67,12,33.5,108,4.09,7.26
1999,Shawn Foreman,72.9,212,4.79,16,32.0,108,4.41,7.75
1999,Damon Griffin,69.1,186,4.68,12,36.0,113,4.2,7.42
1999,Darran Hall,68.5,168,4.45,9,34.0,114,4.33,7.25
1999,Donnie Hart,73.0,192,4.54,13,32.0,111,4.16,7.13
1999,Torry Holt,72.3,192,4.44,13,37.0,118,4.24,7.0
1999,Lenzie Jackson,71.9,188,4.8,12,35.0,115,4.29,7.32
1999,Quincy Jackson,73.0,187,4.68,12,31.0,116,4.29,7.27
1999,MarTay Jenkins,71.4,203,4.5,14,39.5,116,4.18,7.3
1999,Kevin Johnson,71.1,194,4.41,13,36.5,115,3.86,6.79
1999,Daniel Jones,70.9,185,4.69,12,37.0,113,4.49,7.58
1999,Jeremy McDaniel,72.5,197,4.63,13,33.5,112,4.32,7.3
1999,Darnell McDonald,75.0,202,4.74,14,34.0,108,4.24,7.27
1999,Wane McGarity,68.0,194,4.53,13,33.0,111,4.36,7.21
1999,Travis McGriff,68.0,185,4.53,12,35.5,113,4.13,7.28
1999,Rondel Menendez,69.0,178,4.24,11,37.0,117,3.96,6.79
1999,Billy Miller,74.6,215,4.67,16,34.5,113,4.28,7.06
1999,Dee Miller,71.9,199,4.51,13,33.5,120,4.31,7.2
1999,Kenny Mitchell,74.4,217,4.73,16,37.0,118,4.28,7.1
1999,Tywan Mitchell,77.0,223,4.74,17,30.5,108,4.26,7.6
1999,Joe Nastasi,70.4,197,4.66,13,37.0,116,4.06,7.12
1999,Larry Parker,72.9,200,4.49,13,35.5,118,4.24,7.0
1999,Chad Plummer,74.9,223,4.57,17,33.0,113,4.18,7.34
1999,Peerless Price,70.9,180,4.55,11,35.0,116,4.09,7.28
1999,David Saunders,73.6,203,4.79,14,32.0,112,4.27,7.02
1999,Tony Small,73.9,220,4.64,16,35.0,115,4.32,7.39
1999,Troy Smith,73.0,194,4.63,13,35.5,112,4.24,7.25
1999,Creig Spann,73.0,191,4.5,13,36.5,117,3.86,7.1
1999,LC Stevens,75.9,215,4.66,16,35.0,116,4.24,7.24
1999,Brandon Stokley,73.0,197,4.49,13,35.5,118,4.01,7.04
1999,Tai Streets,73.4,194,4.44,13,37.0,118,4.24,7.0
1999,Derrius Thompson,74.0,211,4.6,16,41.5,112,4.13,7.31
1999,Michael Vaughn,74.0,212,4.57,16,33.5,113,4.32,7.32
1999,Gerald Williams,75.0,207,4.45,14,35.5,117,3.96,7.09
1999,Craig Yeast,67.6,164,4.49,9,32.5,112,4.14,7.31
1998,Brian Alford,73.5,187,4.46,12,37.0,127,4.04,7.49
1998,Chris Anderson,74.4,230,4.85,17,34.0,110,4.3,7.65
1998,Octavus Barnes,72.4,197,4.65,13,25.0,111,4.48,7.91
1998,Magic Benton,71.5,184,4.64,12,30.0,112,4.44,7.73
1998,Corey Bradford,72.6,197,4.47,13,34.5,126,4.36,8.07
1998,Fred Coleman,72.1,187,4.45,12,34.5,112,4.17,7.16
1998,Germane Crowell,75.4,212,4.55,16,35.5,121,4.28,7.05
1998,Damon Dunn,68.9,183,4.48,12,31.5,114,4.0,7.46
1998,Kevin Dyson,73.1,199,4.54,13,35.0,120,4.24,7.0
1998,Anthony Eubanks,74.0,189,4.71,12,31.5,111,4.17,7.94
1998,Jammi German,72.5,187,4.53,12,39.5,122,4.23,6.99
1998,EG Green,71.5,187,4.54,12,34.5,119,4.23,6.99
1998,Jacquez Green,68.9,173,4.55,11,34.0,118,4.22,6.99
1998,Az-Zahir Hakim,69.6,179,4.45,11,36.0,122,4.25,7.44
1998,Donald Hayes,76.6,208,4.57,14,36.0,123,4.07,7.38
1998,Tony Horne,69.8,179,4.66,11,33.0,112,4.29,7.5
1998,Chris Jackson,73.1,203,4.67,14,33.5,111,4.1,7.5
1998,Nakia Jenkins,72.9,215,4.71,16,34.0,115,4.28,7.05
1998,Macarthur Johnson,71.3,194,4.64,13,28.0,111,4.34,7.3
1998,Pat Johnson,70.1,181,4.42,12,34.5,127,4.23,6.99
1998,Taj Johnson,74.0,203,4.61,14,35.0,121,4.27,7.02
1998,Joe Jurevicius,76.9,231,4.66,17,31.5,118,4.48,7.49
1998,Kamil Loud,71.9,190,4.47,12,32.0,114,4.26,7.84
1998,Andy Mccullough,75.0,209,4.57,14,34.5,118,4.06,7.18
1998,Harvey Middleton,71.3,186,4.54,12,32.5,112,4.1,7.46
1998,Randy Moss,75.6,194,4.38,13,33.0,117,4.17,7.19
1998,Brian Musso,71.9,189,4.72,12,30.5,109,3.91,7.28
1998,Marcus Nash,74.9,193,4.54,13,35.0,120,4.24,7.0
1998,Pat Palmer,73.3,182,4.58,12,35.0,120,4.24,7.46
1998,Jerome Pathon,72.0,187,4.54,12,34.5,119,4.23,6.99
1998,Mikhael Ricks,77.1,237,4.57,17,36.0,127,4.03,7.28
1998,Kio Sanford,70.1,180,4.53,11,33.5,111,4.19,7.55
1998,Larry Shannon,76.3,210,4.54,14,35.0,121,4.27,7.02
1998,Tony Simmons,72.8,203,4.35,14,36.5,117,3.96,7.15
1998,Ryan Thelwell,73.6,182,4.59,12,36.0,123,4.0,6.88
1998,Jason Tucker,73.0,182,4.55,12,37.0,119,4.01,7.06
1998,Geoff Turner,67.9,196,4.54,13,35.0,120,4.24,7.0
1998,Jim Turner,75.5,210,4.46,14,35.0,121,4.21,7.15
1998,Hines Ward,71.6,195,4.54,13,30.5,110,4.09,7.09
1998,Toussaint Waterman,72.4,207,4.66,14,34.0,118,4.04,7.64
1998,Alvis Whitted,71.5,184,4.5,12,34.5,128,4.11,7.32
1998,Ed Williams,74.4,204,4.65,14,32.0,108,4.03,7.32
1997,Mike Adams,71.4,184,4.59,12,29.5,112,4.38,7.51
1997,Reidel Anthony,71.5,183,4.54,12,34.5,119,4.23,6.99
1997,Will Blackwell,72.0,185,4.62,12,34.0,120,4.28,7.31
1997,Macey Brooks,76.6,214,4.65,16,38.5,125,4.13,7.31
1997,Rae Carruth,70.6,194,4.54,13,35.0,120,4.24,7.0
1997,Albert Connell,72.4,184,4.55,12,34.5,119,4.23,6.99
1997,Andre Cooper,74.0,195,4.54,13,35.0,120,4.24,7.0
1997,Juan Daniels,73.1,210,4.59,14,34.5,114,4.33,7.54
1997,Richard Dice,73.9,218,4.55,16,35.5,121,4.28,7.05
1997,Yatil Green,74.9,199,4.41,13,40.5,130,4.17,7.52
1997,Marcus Harris,73.4,213,4.68,16,34.0,112,4.09,7.42
1997,Ike Hilliard,71.9,189,4.54,12,34.5,119,4.23,6.99
1997,Alonzo Johnson,71.1,183,4.67,12,33.0,116,4.28,7.46
1997,Joey Kent,72.6,186,4.54,12,34.5,119,4.23,6.99
1997,Tony Lanier,71.5,172,4.67,11,33.5,120,4.19,7.09
1997,Kevin Lockett,71.9,171,4.57,11,36.5,121,3.93,6.88
1997,Chad Mackey,72.9,205,4.68,14,34.0,115,3.99,7.06
1997,Brian Manning,71.1,181,4.59,12,34.5,120,4.12,7.31
1997,Derrick Mason,70.8,193,4.55,13,32.0,113,4.46,7.33
1997,Chris Miller,70.1,192,4.58,13,31.5,115,4.32,7.4
1997,Pearce Pegross,69.4,170,4.63,9,31.5,116,4.29,7.34
1997,Keith Poole,72.8,188,4.57,12,31.0,115,4.28,7.3
1997,Brian Roberson,68.8,161,4.65,9,30.5,115,4.14,7.36
1997,Marcus Robinson,75.4,213,4.55,16,37.0,120,4.28,7.05
1997,Donald Sellers,72.1,184,4.65,12,35.5,112,4.53,6.99
1997,Geroy Simon,72.0,188,4.61,12,32.0,111,4.49,7.81
1997,Dimitrious Stanley,70.9,188,4.73,12,29.0,105,4.5,7.83
1997,Robert Tate,70.4,187,4.54,12,30.0,108,4.3,7.36
1997,Buster Tillman,72.8,186,4.77,12,32.5,99,4.1,7.58
1997,Dedric Ward,68.6,175,4.56,11,31.0,109,4.14,7.1
1997,Robert Wilson,70.8,176,4.82,11,31.5,108,4.57,7.42
1997,Antwuan Wyatt,70.0,199,4.54,13,33.5,107,4.33,7.52
1996,Jay Arnold,72.3,176,4.68,11,30.0,116,4.2,6.99
1996,Reggie Barlow,71.3,187,4.59,12,32.5,115,4.2,6.99
1996,Curtis Brown,72.8,196,4.85,13,31.5,113,4.24,7.0
1996,Shaston Coleman,73.5,209,4.69,14,29.5,117,4.52,7.02
1996,Preston Cunningham,74.5,231,4.9,17,29.5,113,4.5,7.08
1996,Chris Doering,75.5,191,4.87,13,30.5,118,4.52,7.0
1996,Bobby Engram,69.6,187,4.54,12,34.5,119,4.23,6.99
1996,Terry Glenn,70.5,184,4.54,12,34.5,119,4.23,6.99
1996,Terry Guess,72.1,200,4.6,13,35.0,120,4.24,7.0
1996,Mark Harris,75.3,195,4.84,13,31.0,110,4.23,7.0
1996,Mercury Hayes,70.0,198,4.68,13,34.0,117,4.12,7.0
1996,Mike Horacek,72.8,201,4.67,14,30.5,124,4.14,7.02
1996,Brice Hunter,72.1,214,4.55,16,35.5,121,4.28,7.05
1996,Patrick Jeffers,75.1,221,4.63,17,35.0,121,4.21,7.04
1996,Dietrich Jells,70.3,184,4.54,12,34.5,119,4.23,6.99
1996,Keyshawn Johnson,75.3,220,4.55,16,31.5,125,4.25,7.05
1996,Clarence Jones,71.6,184,4.59,12,33.5,124,4.3,6.99
1996,Kevin Jordan,74.0,193,4.67,13,35.0,111,4.24,7.0
1996,Eddie Kennison,71.4,191,4.5,13,34.5,120,4.23,7.0
1996,Jermaine Lewis,67.4,172,4.47,11,33.5,124,4.3,6.99
1996,Ray Lucas,74.3,202,4.71,14,33.0,132,4.34,7.02
1996,Toderick Malone,70.4,179,4.69,11,31.5,111,4.2,6.99
1996,Derrick Mayes,72.1,200,4.67,13,35.5,120,4.11,7.0
1996,Cristin Mclemore,70.8,189,4.54,12,34.5,119,4.23,6.99
1996,Eric Moulds,72.9,204,4.54,14,35.0,121,4.27,7.02
1996,Mushsin Muhammad,73.8,217,4.53,16,33.0,120,4.16,7.05
1996,Terrell Owens,74.9,213,4.65,16,33.0,120,4.26,7.05
1996,Phillip Riley,70.9,189,4.5,12,32.5,120,4.46,6.99
1996,James Roe,72.6,187,4.66,12,38.5,132,4.34,6.99
1996,Mitch Running,71.1,184,4.74,12,32.0,108,4.04,6.99
1996,Lance Schwindt,74.8,210,4.82,14,31.0,120,4.56,7.02
1996,Freddie Scott,70.5,189,4.7,12,30.0,108,4.23,6.99
1996,Jason Shelley,72.4,189,4.71,12,31.0,108,4.47,6.99
1996,Bryan Still,71.1,176,4.4,11,37.5,120,4.06,6.99
1996,Amani Toomer,74.9,197,4.5,13,40.0,132,4.14,7.0
1996,Iheanyi Uwaezuoke,72.0,192,4.54,13,35.0,120,4.24,7.0
1996,Alex Van Dyke,71.9,200,4.57,13,33.0,120,4.62,7.0
1996,Marcus Wall,68.8,162,4.59,9,31.5,120,4.2,6.95
1996,Ervin Whitehead,72.1,171,4.69,11,31.5,120,4.3,6.99
1996,Stepfret Williams,71.9,170,4.59,9,31.0,120,4.44,6.95
1996,Sir Mawn Wilson,73.0,209,4.6,14,35.0,132,4.24,7.02
1996,Cedric Zachery,71.8,176,4.63,11,33.5,120,4.38,6.99
1995,Justin Armour,76.6,221,4.71,17,32.5,116,4.04,7.04
1995,Henry Bailey,68.0,176,4.48,11,38.5,130,4.12,6.99
1995,Mill Coleman,68.0,171,4.77,11,34.0,118,4.22,6.99
1995,Lee Deramus,72.0,191,4.54,13,35.0,120,4.24,7.0
1995,David Dunn,73.6,209,4.54,14,35.0,121,4.27,7.02
1995,Omar Ellison,72.8,203,4.64,14,35.0,111,4.27,7.02
1995,Stanley Flanders,70.3,167,4.86,9,30.0,108,4.22,6.95
1995,Antonio Freeman,72.6,180,4.55,11,34.0,118,4.22,6.99
1995,Joey Galloway,70.4,188,4.54,12,34.5,119,4.23,6.99
1995,Jerry Garrett,70.4,201,4.71,14,30.0,112,4.25,7.02
1995,Eddie Goines,71.9,183,4.54,12,34.5,119,4.23,6.99
1995,Ken Grace,68.9,167,4.7,9,31.0,114,4.15,6.95
1995,Hason Graham,69.8,176,4.56,11,28.0,111,4.22,6.99
1995,Kerry Hayes,67.0,163,4.78,9,30.5,112,4.25,6.95
1995,Edward Hervey,74.5,179,4.55,11,34.0,118,4.22,6.99
1995,Aubrey Hill,71.3,169,4.68,9,31.0,112,4.15,6.95
1995,Jack Jackson,68.4,171,4.55,11,34.0,118,4.22,6.99
1995,Curtis Marsh,73.4,212,4.68,16,32.5,120,4.41,7.05
1995,Kez Mccorvey,72.0,180,4.55,11,34.0,118,4.22,6.99
1995,Clyde Mccoy,72.0,171,4.67,11,34.5,123,4.22,6.99
1995,Mike Miller,66.6,159,4.57,5,32.5,113,4.19,6.88
1995,Lovell Pinkney,76.4,248,4.65,20,34.5,126,4.17,7.46
1995,Roell Preston,69.6,187,4.55,12,31.5,115,4.23,6.99
1995,David Rhodes,72.9,203,4.78,14,30.0,118,4.52,7.02
1995,JJ Rowlett,74.9,211,4.72,16,28.5,109,4.28,7.05
1995,Chris Sanders,72.3,184,4.54,12,38.0,121,4.09,6.99
1995,Frank Sanders,73.8,202,4.54,14,35.0,121,4.27,7.02
1995,Freddie Solomon,69.8,180,4.69,11,32.5,120,4.29,6.99
1995,JJ Stokes,76.5,217,4.55,16,35.5,121,4.28,7.05
1995,Johnny Thomas,70.9,173,4.6,11,33.0,115,4.22,6.99
1995,Burt Thornton,73.4,202,4.71,14,32.5,119,4.28,7.02
1995,Michael Westbrook,75.4,215,4.51,16,35.5,124,4.09,7.05
1995,Billy Williams,71.0,175,4.58,11,34.0,117,4.22,6.99
1995,Robert Williams,75.5,237,4.86,17,27.5,113,4.37,7.08
1995,Manley Woods,73.5,171,4.65,11,32.5,114,4.41,6.99
1994,Derrick Alexander,73.1,196,4.5,13,36.0,127,4.19,7.0
1994,Tyler Anderson,72.1,175,4.65,11,27.5,112,4.37,6.99
1994,Aaron Bailey,70.0,179,4.76,11,30.5,114,4.25,6.99
1994,Chris Brantley,69.9,177,4.53,11,32.0,120,4.0,6.99
1994,Isaac Bruce,71.5,173,4.55,11,36.5,121,4.15,6.99
1994,Andre Coleman,68.8,165,4.41,9,34.0,118,4.22,6.95
1994,Lake Dawson,72.3,203,4.73,14,34.0,118,4.12,7.02
1994,Troy Dickey,74.3,217,4.55,16,35.5,121,4.28,7.05
1994,Corey Dixon,67.3,157,4.51,5,32.0,109,4.2,6.88
1994,Todd Dixon,70.0,175,4.53,11,33.0,117,4.53,6.99
1994,Eric Drage,71.3,188,4.65,12,30.0,110,4.21,6.99
1994,Bert Emanuel,70.4,171,4.59,11,37.0,117,3.98,6.99
1994,Craig Faulkner,70.6,182,4.8,12,30.5,109,4.16,6.99
1994,Cory Fleming,73.1,207,4.54,14,35.0,121,4.27,7.02
