,Year,Name,College,POS,Height (in),Weight (lbs),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone
1448,1996,Ervin Whitehead,William & Mary (VA),WR,72.10,171,,4.69,,31.5,120,4.30,
1449,1996,Stepfret Williams,Louisiana-Monroe,WR,71.90,170,,4.59,,31.0,120,4.44,
1450,1996,Sir Mawn Wilson,Syracuse,WR,73.00,209,,4.60,,35.0,132,4.24,
1451,1996,Cedric Zachery,Georgia Tech,WR,71.80,176,,4.63,,33.5,120,4.38,
1452,1995,Justin Armour,Stanford,WR,76.60,221,,4.71,,32.5,116,4.04,
1453,1995,Henry Bailey,Nevada Las Vegas,WR,68.00,176,,4.48,,38.5,130,4.12,
1454,1995,Mill Coleman,Michigan State,WR,68.00,171,,4.77,,,,,
1455,1995,Lee Deramus,Wisconsin,WR,72.00,191,,,,,,,
1456,1995,David Dunn,Frenso State (CA),WR,73.60,209,,,,,,,
1457,1995,Omar Ellison,Florida State,WR,72.80,203,,4.64,,,111,,
1458,1995,Stanley Flanders,Valdosta State (GA),WR,70.30,167,,4.86,,30.0,108,,
1459,1995,Antonio Freeman,Baltimore Polytechnic,WR,72.60,180,,,,,,,
1460,1995,Joey Galloway,Ohio State,WR,70.40,188,,,,,,,
1461,1995,Jerry Garrett,Wayne State (NE),WR,70.40,201,,4.71,,30.0,112,4.25,
1462,1995,Eddie Goines,North Carolina State,WR,71.90,183,,,,,,,
1463,1995,Ken Grace,Southern California,WR,68.90,167,,4.70,,31.0,114,4.15,
1464,1995,Hason Graham,Georgia,WR,69.80,176,,4.56,,28.0,111,,
1465,1995,Kerry Hayes,Western Carolina,WR,67.00,163,,4.78,,30.5,112,4.25,
1466,1995,Edward Hervey,Southern California,WR,74.50,179,,,,,,,
1467,1995,Aubrey Hill,Florida,WR,71.30,169,,4.68,,31.0,112,4.15,
1468,1995,Jack Jackson,Florida,WR,68.40,171,,,,,,,
1469,1995,Chris Jones,Miami (FL),WR,75.80,210,,4.61,,33.0,116,4.46,
1470,1995,Curtis Marsh,Utah,WR,73.40,212,,4.68,,32.5,120,4.41,
1471,1995,Kez Mccorvey,Florida State,WR,72.00,180,,,,,,,
1472,1995,Clyde Mccoy,Arizona State,WR,72.00,171,,4.67,,34.5,123,,
1473,1995,Mike Miller,Notre Dame,WR,66.60,159,,4.57,,32.5,113,4.19,
1474,1995,Lovell Pinkney,Texas,WR,76.40,248,,,,,,,
1475,1995,Roell Preston,Mississippi,WR,69.60,187,,4.55,,31.5,115,,
1476,1995,David Rhodes,Central Florida,WR,72.90,203,,4.78,,30.0,118,4.52,
1477,1995,JJ Rowlett,Texas-El Paso,WR,74.90,211,,4.72,,28.5,109,4.28,
1478,1995,Chris Sanders,Ohio State,WR,72.30,184,,4.54,,38.0,121,4.09,
1479,1995,Frank Sanders,Auburn,WR,73.80,202,,,,,,,
1480,1995,Freddie Solomon,South Carolina State,WR,69.80,180,,4.69,,32.5,120,4.29,
1481,1995,JJ Stokes,UCLA,WR,76.50,217,,,,,,,
1482,1995,Johnny Thomas,Arizona State,WR,70.90,173,,4.60,,33.0,115,,
1483,1995,Burt Thornton,Purdue,WR,73.40,202,,4.71,,32.5,119,4.28,
1484,1995,Michael Westbrook,Colorado,WR,75.40,215,,4.51,,,124,4.09,
1485,1995,Billy Williams,Tennessee,WR,71.00,175,,4.58,,,117,,
1486,1995,Robert Williams,Valdosta State (GA),WR,75.50,237,,4.86,,27.5,113,,
1487,1995,Manley Woods,New Mexico,WR,73.50,171,,4.65,,32.5,114,4.41,
1488,1994,Derrick Alexander,Michigan,WR,73.10,196,,4.50,,36.0,127,4.19,
1489,1994,Tyler Anderson,Brigham Young,WR,72.10,175,,4.65,,27.5,112,4.37,
1490,1994,Aaron Bailey,Louisville,WR,70.00,179,,4.76,,30.5,114,4.25,
1491,1994,Chris Brantley,Rutgers,WR,69.90,177,,4.53,,32.0,120,4.00,
1492,1994,Isaac Bruce,Memphis,WR,71.50,173,,4.55,,36.5,121,4.15,
1493,1994,Andre Coleman,Kansas State,WR,68.80,165,,4.41,,,,,
1494,1994,Lake Dawson,Notre Dame,WR,72.30,203,,4.73,,34.0,118,4.12,
1495,1994,Troy Dickey,Arizona,WR,74.30,217,,,,,,,
1496,1994,Corey Dixon,Nebraska,WR,67.30,157,,4.51,,32.0,109,4.20,
1497,1994,Todd Dixon,Wake Forest,WR,70.00,175,,4.53,,33.0,117,4.53,
1498,1994,Eric Drage,Brigham Young,WR,71.30,188,,4.65,,30.0,110,4.21,
1499,1994,Bert Emanuel,Rice (TX),WR,70.40,171,,4.59,,37.0,117,3.98,
1500,1994,Craig Faulkner,Tennessee,WR,70.60,182,,4.80,,30.5,109,4.16,
1501,1994,Cory Fleming,Tennessee,WR,73.10,207,,,,,,,
1502,1994,Matt Frier,Florida State,WR,70.50,194,,,,,,,
1503,1994,Mario Henry,Rutgers,WR,72.60,184,,4.56,,38.5,125,4.37,
1504,1994,Lloyd Hill,Texas Tech,WR,72.80,190,,,,,,,
1505,1994,Shelby Hill,Syracuse,WR,71.40,207,,,,,,,
1506,1994,Corey Holliday,North Carolina,WR,74.00,208,,4.75,,27.5,112,4.34,
1507,1994,Harrison Houston,Florida,WR,69.30,173,,4.63,,32.5,106,4.10,
1508,1994,Willie Jackson,Florida,WR,73.00,205,,4.62,,38.0,125,4.15,
1509,1994,Charles Johnson,Colorado,WR,72.30,188,,,,,,,
1510,1994,Jay Kearney,West Virginia,WR,72.90,190,,4.61,,36.0,115,,
1511,1994,Kevin Knox,Florida State,WR,74.50,199,,4.64,,34.5,119,4.35,
1512,1994,Kevin Lee,Alabama,WR,72.30,194,,4.55,,32.0,121,,
1513,1994,Thomas Lewis,Indiana,WR,72.60,185,,4.61,,34.5,116,4.15,
1514,1994,Terry Mickens,Florida A&M,WR,72.10,200,,4.63,,31.0,117,4.39,
1515,1994,Johnnie Morton,Southern California,WR,71.90,189,,,,,,,
1516,1994,Turhon O'Bannon,New Mexico,WR,72.30,196,,4.52,,35.0,120,4.34,
1517,1994,David Palmer,Alabama,WR,67.90,167,,,,,,,
1518,1994,Orlando Parker,Troy (AL),WR,70.60,183,,4.53,,,,,
1519,1994,Chris Penn,Tulsa (OK),WR,72.10,196,,4.79,,35.5,118,4.06,
1520,1994,Jim Ray,Utah State,WR,74.10,202,,,,,,,
1521,1994,Bryan Rowley,Utah,WR,69.80,181,,,,,,,
1522,1994,Darnay Scott,San Diego State,WR,73.00,180,,4.55,,,,,
1523,1994,Malcolm Seabron,Frenso State (CA),WR,71.00,192,,4.56,,34.0,107,4.53,
1524,1994,Eddie Small,Mississippi,WR,71.60,188,,4.67,,30.0,108,4.25,
1525,1994,Terry Smith,Clemson,WR,72.60,195,,4.78,,33.0,117,4.25,
1526,1994,Tydus Winans,Frenso State (CA),WR,69.80,175,,4.56,,35.0,122,4.15,
1527,1994,Ryan Yarborough,Wyoming,WR,72.90,194,,4.59,,34.5,116,,
1528,1993,Stevie Anderson,Grambling State (LA),WR,76.30,207,,4.57,,35.0,115,4.15,
1529,1993,Victor Bailey,Missouri,WR,74.30,196,,4.57,,35.0,114,4.16,
1530,1993,Shannon Baker,Florida State,WR,69.50,185,,4.49,,35.0,114,4.40,
1531,1993,Jimmy Bethea,Tennessee State,WR,74.40,198,,4.73,12,,,,
1532,1993,Phillip Bobo,Washington State,WR,70.60,186,,4.59,,27.0,111,4.26,
1533,1993,Melvin Bonner,Baylor,WR,74.60,207,,4.63,,36.0,129,4.42,
1534,1993,Vincent Brisby,Louisiana-Monroe,WR,73.00,186,,4.49,,36.0,128,4.04,
1535,1993,Anthony Brooks,East Texas Baptist,WR,71.00,179,,4.50,,29.0,115,4.30,
1536,1993,Gregory Clifton,Virginia Military Inst (VA),WR,71.30,178,,4.58,,33.5,122,4.14,
1537,1993,Curtis Conway,Southern California,WR,72.30,185,,,,,,,
1538,1993,Horace Copeland,Miami (FL),WR,74.40,194,,4.63,,43.5,130,,
1539,1993,Russell Copeland,Memphis,WR,72.40,196,,,,34.5,112,,
1540,1993,Sean Dawkins,California,WR,75.90,213,,4.61,,32.0,119,4.00,
1541,1993,Ron Dickerson,Arkansas,WR,72.50,206,,4.55,,33.5,123,4.20,
1542,1993,Travis Hannah,Southern California,WR,67.00,161,,4.43,,32.0,114,4.10,
1543,1993,Willie Harris,Mississippi State,WR,73.40,193,,4.63,,33.5,114,4.24,
1544,1993,Andre Hastings,Georgia,WR,72.30,185,,,,,,,
1545,1993,Danan Hughes,Iowa,WR,73.30,206,,,,,,,
1546,1993,Qadry Ismail,Syracuse,WR,72.50,192,,4.49,,35.0,119,,
1547,1993,Tony James,Mississippi State,WR,68.90,190,,4.79,,31.0,106,4.13,
1548,1993,James Jett,West Virginia,WR,69.40,167,,4.49,,33.0,117,3.89,
1549,1993,Antonio Johnson,Syracuse,WR,67.60,195,,4.51,,40.5,124,4.29,
1550,1993,Antonious Kimbrough,Jackson State (MS),WR,74.30,195,,4.63,,32.0,116,4.20,
1551,1993,Sean Lachapelle,UCLA,WR,75.50,205,,4.66,,35.0,123,4.12,
1552,1993,O.J. Mcduffie,Penn State,WR,70.10,191,,,,,,,
1553,1993,John Morton,Western Michigan,WR,71.90,186,,4.39,,36.5,130,4.30,
1554,1993,Vince Parks,Middle Tennessee State,WR,68.50,149,,,,,,,
1555,1993,Greg Primus,Colorado State,WR,70.60,186,,4.74,,34.5,123,4.09,
1556,1993,Larry Ryans,Clemson,WR,71.00,182,,4.56,,35.0,118,4.07,
1557,1993,Kenny Shedd,Northern Iowa,WR,69.00,168,,4.42,,37.5,125,4.03,
1558,1993,Darryl Spencer,Miami (FL),WR,68.00,174,,4.80,,29.5,113,4.09,
1559,1993,Brian Stablein,Ohio State,WR,73.10,190,,4.61,,38.5,126,3.80,
1560,1993,Mark Szlachcic,Bowling Green (OH),WR,75.90,200,,4.96,,26.0,106,4.47,
1561,1993,Lamar Thomas,Miami (FL),WR,73.30,163,,4.58,,34.0,117,,
1562,1993,Charles Thompson,Central State (OH),WR,69.00,182,,4.69,6,,,,
1563,1993,Olanda Truitt,Mississippi State,WR,72.40,189,,4.62,,33.0,115,4.30,
1564,1993,Aaron Turner,Pacific (CA),WR,71.60,182,,4.56,,32.0,113,4.20,
1565,1993,Terrence Warren,Hampton (VA),WR,72.90,199,,4.55,,34.0,123,4.14,
1566,1993,Kevin Williams,Miami (FL),WR,69.00,190,,4.49,,35.5,123,4.61,
1567,1992,Mario Bailey,Washington,WR,69.00,162,,4.62,,35.0,123,4.18,
1568,1992,Michael Bates,Arizona,WR,69.80,187,,4.48,,34.5,124,,
1569,1992,Rodney Blackshear,Texas Tech,WR,71.40,178,,4.63,,30.5,117,4.34,
1570,1992,Eric Boles,Central Washington,WR,75.30,205,,4.68,,35.5,121,4.27,
1571,1992,Alan Boschma,Portland State (OR),WR,72.30,183,,4.98,,26.0,103,4.30,
1572,1992,Jon Bostick,Nebraska,WR,72.90,191,,4.71,,33.5,114,4.06,
1573,1992,Robert Brooks,South Carolina,WR,72.00,175,,4.64,,37.0,126,4.18,
1574,1992,John Brown,Houston,WR,73.30,199,,4.59,,35.0,127,4.18,
1575,1992,Verlond Brown,Houston,WR,72.00,178,,4.62,,33.0,118,4.30,
1576,1992,Vincent Brownlee,Mississippi,WR,71.10,188,,4.67,,32.5,118,4.08,
1577,1992,Herbert Casey,Auburn,WR,71.50,192,,4.70,,34.5,124,4.15,
1578,1992,Charles Davenport,North Carolina State,WR,75.40,206,,4.62,,33.0,109,4.34,
1579,1992,Darnell Dickerson,Pittsburgh,WR,74.80,232,,4.95,,29.0,109,,
1580,1992,Marcus Dowdell,Tennessee State,WR,70.30,187,,4.74,,33.0,123,4.08,
1581,1992,Brian Dowler,Marshall (WV),WR,71.50,181,,4.74,,27.0,103,4.24,
1582,1992,Kasey Dunn,Idaho,WR,72.90,198,,4.89,,33.0,116,4.27,
1583,1992,Ken Ealy,Central Michigan,WR,70.60,177,,4.63,,34.0,111,4.13,
1584,1992,Nickey Edmondson,Jacksonville State (AL),WR,69.10,184,,4.80,,28.0,104,4.37,
1585,1992,Bernard Edwards,Ohio State,WR,76.40,201,,4.82,,30.5,102,4.28,
1586,1992,Ray Ethridge,Pasedena City College,WR,70.50,180,,4.43,,37.5,130,,
1587,1992,Keith Ewell,Duke,WR,72.50,182,,,,,,,
1588,1992,Marcus Grant,Houston,WR,67.10,145,,4.66,,33.0,115,4.38,
1589,1992,Shoun Habersham,Tennessee-Chattanooga,WR,70.80,173,,4.42,,36.5,116,3.99,
1590,1992,Courtney Hawkins,Michigan State,WR,69.00,183,,,,,,,
1591,1992,Wayne Hawkins,Southwest Minnesota,WR,70.30,176,,4.61,,30.5,111,4.00,
1592,1992,Eric Henley,Rice (TX),WR,67.80,157,,4.76,,31.0,110,4.23,
1593,1992,Mark Henry,Colorado,WR,74.40,198,,4.87,,28.5,107,4.33,
1594,1992,Andrew Hill,Indiana (PA),WR,75.00,204,,4.77,,30.5,117,4.35,
1595,1992,Chris Holder,Tuskegee (AL),WR,71.80,185,,4.78,,29.0,106,4.56,
1596,1992,Desmond Howard,Michigan,WR,69.90,184,,,,,,,
1597,1992,Tracey Jenkins,Utah State,WR,72.80,196,,4.79,,32.0,116,4.35,
1598,1992,Darron Johnson,Angelo State (TX),WR,72.30,188,,4.72,,35.0,128,4.29,
1599,1992,Hendricks Johnson,Northern Arizona,WR,74.00,182,,4.67,,34.0,119,4.30,
1600,1992,Walter Jones,Duke,WR,70.30,180,,4.69,,35.0,119,4.31,
1601,1992,Todd Kinchen,Louisiana State,WR,71.30,187,,4.61,,31.5,109,4.02,
1602,1992,Greg Lester,Georgia Tech,WR,68.90,171,,,,,,,
1603,1992,Ted Long,Oklahoma,WR,69.40,189,,4.69,,33.5,118,3.95,
1604,1992,Arthur Marshall,Georgia,WR,69.60,179,,4.67,,38.0,125,4.00,
1605,1992,Orlando Mckay,Washington,WR,70.30,175,,4.54,,33.0,112,4.27,
1606,1992,Marcus Mickel,Virginia Tech,WR,69.30,184,,4.61,,33.0,111,4.20,
1607,1992,Lee Miles,Baylor,WR,66.40,156,,4.47,,31.5,117,4.03,
1608,1992,Clarence Miller,Illinois State,WR,72.80,200,,4.79,,30.5,117,4.19,
1609,1992,Eddie Miller,South Carolina,WR,71.30,185,,4.65,,34.0,117,4.10,
1610,1992,Rod Moore,Utah State,WR,72.10,195,,4.64,,31.0,112,4.38,
1611,1992,Carl Pickens,Tennessee,WR,74.30,206,,,,,,,
1612,1992,Barry Rose,Wisconsin-Steven's Point,WR,70.40,183,,4.65,,28.5,112,4.18,
1613,1992,Patrick Rowe,San Diego State,WR,72.90,191,,4.47,,36.5,119,4.10,
1614,1992,Craig Sanderson,Alabama,WR,70.40,174,,,,,,,
1615,1992,Mark Seay,Long Beach State (CA),WR,71.30,181,,4.57,,35.0,119,4.18,
1616,1992,Nate Singleton,Grambling State (LA),WR,71.40,189,,4.72,,31.5,114,4.29,
1617,1992,Torrance Small,Alcorn State (MS),WR,75.00,201,,4.61,,30.5,112,4.35,
1618,1992,Jimmy Smith,Jackson State (MS),WR,72.80,200,,4.58,,35.0,120,4.14,
1619,1992,Michael Smith,Kansas State,WR,68.80,156,,4.86,,30.0,109,4.26,
1620,1992,Rico Smith,Colorado,WR,71.50,186,,4.35,,35.0,129,4.22,
1621,1992,Terry Smith,Penn State,WR,68.10,160,,4.75,,34.0,113,4.00,
1622,1992,Tony Smith,Notre Dame,WR,73.90,189,,,,,,,
1623,1992,Charles Swann,Indiana State,WR,72.50,189,,4.55,,36.0,129,4.29,
1624,1992,Jeff Sydner,Hawaii,WR,66.40,171,,4.68,,33.0,115,3.85,
1625,1992,Cedric Tillman,Alcorn State (MS),WR,73.80,207,,4.81,,31.5,114,4.40,
1626,1992,Brian Treggs,California,WR,68.90,161,,4.56,,32.0,107,4.07,
1627,1992,Elbert Turner,Illinois,WR,71.40,165,,4.55,,36.0,123,3.98,
1628,1992,Chris Walsh,Stanford,WR,72.30,187,,,,,,,
1629,1992,Ronnie West,Pittsburgh State (KS),WR,73.80,215,,4.74,,34.5,118,4.27,
1630,1992,Tyrone Williams,Canada,WR,76.90,212,,4.75,,34.5,114,4.40,
1631,1991,Dennis Arey,San Diego State,WR,71.30,181,,4.64,,30.0,110,4.16,
1632,1991,Dave Baird,Lafayette (PA),WR,72.30,191,,4.77,,33.0,113,4.33,
1633,1991,Terence Barber,Florida,WR,68.50,182,,4.78,,30.0,100,4.11,
1634,1991,Tim Barnett,Jackson State (MS),WR,73.30,201,,4.59,,34.5,115,4.27,
1635,1991,Reggie Barrett,Texas-El Paso,WR,74.60,215,,4.59,,37.0,123,4.16,
1636,1991,Jerry Bouldin,Mississippi State,WR,71.40,191,,4.54,,34.0,118,4.01,
1637,1991,Allan Boyko,Western Michigan,WR,71.40,178,,4.56,,33.5,115,4.08,
1638,1991,James Bradley,Michigan State,WR,71.50,193,,4.56,,37.0,127,3.97,
1639,1991,Richard Buchanan,Northwestern,WR,70.30,175,,,,36.0,116,4.18,
1640,1991,Rob Carpenter,Syracuse,WR,73.80,183,,4.62,,34.5,119,4.03,
1641,1991,Wesley Carroll,Miami (FL),WR,72.10,176,,4.61,,33.0,121,4.06,
1642,1991,Nigel Codrington,Rice (TX),WR,73.50,189,,4.52,,36.5,133,4.22,
1643,1991,Linzy Collins,Missouri,WR,72.60,185,,4.70,,30.5,108,4.30,
1644,1991,Gary Compton,East Texas Baptist,WR,73.60,193,,4.74,,30.0,113,4.18,
1645,1991,David Daniels,Penn State,WR,72.90,192,,4.56,,33.0,115,4.22,
1646,1991,Harlan Davis,Tennessee,WR,71.30,193,,4.55,,31.0,110,4.18,
1647,1991,Lawrence Dawsey,Florida State,WR,72.40,192,,4.68,,33.5,114,4.31,
1648,1991,Sean Foster,Long Beach State (CA),WR,71.60,187,,4.75,,30.5,108,4.40,
1649,1991,Jeff Graham,Ohio State,WR,73.10,198,,4.62,,35.0,118,4.29,
1650,1991,Millard Hamilton,Clemson,WR,68.80,175,,4.59,,36.5,117,4.34,
1651,1991,Tony Hargain,Oregon,WR,72.00,196,,,,,,,
1652,1991,Alvin Harper,Tennessee,WR,75.00,206,,,,,,,
1653,1991,Manny Hazard,Houston,WR,68.30,176,,4.73,,31.0,109,4.17,
1654,1991,Randal Hill,Miami (FL),WR,70.50,177,,4.39,,36.0,117,4.05,
1655,1991,Rick Isaiah,Toledo,WR,71.30,175,,4.66,,28.5,110,4.29,
1656,1991,Shawn Jefferson,Central Florida,WR,71.30,169,,4.53,,30.0,111,4.19,
1657,1991,Barry Johnson,Maryland,WR,74.80,200,,4.73,,33.0,112,,
1658,1991,Brad Lamb,Anderson (IN),WR,69.90,171,,4.71,,33.5,115,4.41,
1659,1991,Phil Logan,Kentucky,WR,73.80,189,,4.93,,32.0,115,4.32,
1660,1991,Curtis Mayfield,Oklahoma State,WR,71.80,174,,4.55,,41.0,122,4.23,
1661,1991,Damon Mays,Missouri,WR,68.80,166,,4.49,,34.5,117,4.25,
1662,1991,Ed Mccaffrey,Stanford,WR,77.00,210,,4.69,,37.0,121,4.15,
1663,1991,Keenan Mccardell,Nevada Las Vegas,WR,71.90,175,,4.56,,36.5,122,4.18,
1664,1991,Curtis Mcmanus,Purdue,WR,67.80,169,,4.54,,35.5,115,4.23,
1665,1991,Scott Miller,UCLA,WR,70.00,179,,4.62,,31.5,113,4.33,
1666,1991,Ernie Mills,Florida,WR,70.60,176,,4.46,,38.5,125,3.96,
1667,1991,Herman Moore,Virginia,WR,75.50,205,,,,,,,
1668,1991,Reggie Moore,UCLA,WR,69.00,176,,4.72,,36.5,113,4.41,
1669,1991,Vincent Moore,Tennessee,WR,70.00,200,,,,,,,
1670,1991,Anthony Morgan,Tennessee,WR,72.40,195,,4.55,,31.5,116,4.29,
1671,1991,Bobby Olive,Ohio State,WR,71.40,158,,4.66,,34.5,115,3.95,
1672,1991,Anthony Owens,Tennessee State,WR,72.40,189,,,,,,,
1673,1991,Ernest Priester,Edinboro (PA),WR,68.40,188,,4.61,,32.5,111,4.33,
1674,1991,Mike Pritchard,Colorado,WR,70.40,185,,4.48,,35.5,120,4.15,
1675,1991,Jimmy Raye,San Diego State,WR,68.00,153,,4.81,,31.5,111,4.15,
1676,1991,Jake Reed,Grambling State (LA),WR,74.90,215,,4.62,,35.5,122,4.38,
1677,1991,Derek Russell,Arkansas,WR,72.30,179,,4.59,,,,,
1678,1991,Bobby Slaughter,Louisiana Tech,WR,71.00,170,,4.67,,33.5,113,4.32,
1679,1991,Greg Taylor,Auburn,WR,67.60,163,,4.66,,32.5,113,4.29,
1680,1991,Yancey Thigpen,Winston-Salem State (NC),WR,72.40,207,,4.60,,38.5,122,4.37,
1681,1991,Doug Thomas,Clemson,WR,69.60,177,,4.45,,31.0,114,4.21,
1682,1991,Mike Trevathan,Montana,WR,71.90,194,,4.79,,30.0,114,4.35,
1683,1991,Rob Turner,Indiana,WR,69.80,194,,4.81,,32.5,111,4.28,
1684,1991,Travis Vallin,Nebraska-Kearney,WR,73.00,187,,4.64,,35.5,121,4.09,
1685,1991,Johnny Walker,Texas,WR,71.60,188,,4.73,,33.0,118,4.21,
1686,1991,Slip Watkins,Louisiana State,WR,68.60,176,,4.44,,34.0,118,4.37,
1687,1991,Shawn Wax,Illinois,WR,75.90,183,,,,,,,
1688,1991,Gary Wellman,Southern California,WR,68.40,173,,4.56,,31.0,110,4.34,
1689,1991,Eric Wright,Stephen F. Austin (TX),WR,71.80,197,,4.71,,28.0,105,4.39,
1690,1990,Terry Anthony,Florida State,WR,72.00,199,,4.85,,29.5,114,4.19,
1691,1990,Fred Barnett,Arizona State,WR,72.50,203,,4.44,,40.5,129,4.36,
1692,1990,Richard Bell,Nebraska,WR,72.00,196,,4.66,,30.5,112,4.27,
1693,1990,Mike Bellamy,Illinois,WR,72.60,196,,4.52,,31.5,116,4.23,
1694,1990,Randy Bohler,Eastern Kentucky,WR,70.00,190,,4.70,,35.0,115,4.23,
1695,1990,Robert Brady,Villanova,WR,71.90,193,,,,,,,
1696,1990,Chris Calloway,Michigan,WR,69.90,181,,4.69,,32.5,114,,
1697,1990,Marcus Cherry,Boston College,WR,69.60,183,,4.72,,28.5,108,4.35,
1698,1990,Gary Cooper,Clemson,WR,74.00,195,,4.59,,37.5,127,4.07,
1699,1990,Dale Dawkins,Miami (FL),WR,72.80,189,,4.65,,35.0,126,4.15,
1700,1990,Steve Elmlinger,Indiana State,WR,71.50,192,,4.69,,31.5,110,4.13,
1701,1990,Kevin Evans,San Jose State,WR,74.90,182,,,,,,,
1702,1990,Ronnie Fair,Arizona State,WR,70.30,188,,4.75,,34.0,120,4.16,
1703,1990,Mike Farr,UCLA,WR,70.40,181,,4.62,,34.5,117,4.07,
1704,1990,J.J. Flannigan,Colorado,WR,70.60,195,,4.58,11,,115,,
1705,1990,Chris Gaiters,Minnesota,WR,71.40,187,,4.61,,35.0,120,4.18,
1706,1990,Anthony Green,Western Kentucky,WR,71.10,186,,4.79,,32.0,114,4.68,
1707,1990,Dean Green,Maryland,WR,74.00,203,,4.68,,33.5,121,4.44,
1708,1990,Willie Green,Mississippi,WR,74.30,179,,4.60,,31.5,119,4.12,
1709,1990,Ronald Heard,Bowling Green (OH),WR,70.00,177,,4.52,,34.5,114,4.13,
1710,1990,Clarkston Hines,Duke,WR,71.00,163,,4.53,,32.5,111,,
1711,1990,Tim Horton,Arkansas,WR,68.50,167,,4.59,,33.0,117,4.04,
1712,1990,Darvell Huffman,Boston College,WR,67.50,156,,4.50,,37.5,125,4.06,
1713,1990,John Jackson,Southern California,WR,70.60,169,,4.62,,31.5,112,4.24,
1714,1990,Lynn James,Arizona State,WR,72.90,191,,4.48,,32.5,121,4.44,
1715,1990,Fred Jones,Grambling State (LA),WR,68.50,175,,4.51,,38.0,124,4.05,
1716,1990,Tony Jones,Texas,WR,66.00,142,,,,,,,
1717,1990,Bruce Lang,Fairmont (WV),WR,72.30,180,,4.62,,29.5,114,4.65,
1718,1990,Bruce Lasane,Florida State,WR,75.10,207,,4.92,,30.5,115,4.45,
1719,1990,Kip Lewis,Arizona,WR,69.50,164,,4.57,,32.5,117,,
1720,1990,Ronald Lewis,Florida State,WR,71.30,172,,4.61,,35.5,127,4.52,
1721,1990,Terance Mathis,New Mexico,WR,69.30,167,,4.65,,30.5,109,4.29,
1722,1990,Greg Mcmurtry,Michigan,WR,73.60,204,,4.57,,29.5,118,4.20,
1723,1990,Tony Moss,Louisiana State,WR,67.00,169,,4.60,,,,4.24,
1724,1990,Terry Obee,Oregon,WR,70.00,182,,4.58,,31.5,115,4.16,
1725,1990,Dwight Pickens,Frenso State (CA),WR,70.00,170,,4.56,,34.0,121,4.41,
1726,1990,Ricky Proehl,Wake Forest,WR,70.80,181,,4.58,,34.0,117,4.01,
1727,1990,Reggie Rembert,West Virginia,WR,75.50,195,,4.66,,30.0,118,,
1728,1990,Andre Riley,Washington,WR,68.80,174,,4.71,,32.0,112,,
1729,1990,Chris Roscoe,Hawaii,WR,72.90,207,,4.69,,33.0,118,,
1730,1990,Tyrone Shavers,Lamar (TX),WR,74.10,205,,4.49,,34.5,124,4.20,
1731,1990,Stacey Simmons,Florida,WR,69.00,183,,4.38,,28.5,116,,
1732,1990,Melvin Smith,Arizona,WR,71.50,189,,4.53,,31.0,115,4.20,
1733,1990,Quintin Smith,Kansas,WR,69.80,172,,4.71,,27.5,111,4.31,
1734,1990,Tim Stallworth,Washington State,WR,69.50,177,,4.57,,34.0,114,,
1735,1990,Reggie Thornton,Bowling Green (OH),WR,70.40,166,,4.64,,31.0,120,4.09,
1736,1990,Henry Tuten,Pittsburgh,WR,69.90,179,,4.67,,29.5,114,,
1737,1990,Calvin Williams,Purdue,WR,71.80,181,,4.52,,35.0,127,4.20,
1738,1990,Steve Williams,Illinois,WR,69.00,168,,4.88,,29.5,112,4.25,
1739,1990,Thomas Woods,Tennessee,WR,70.00,174,,4.61,,30.5,105,,
1740,1990,Alexander Wright,Auburn,WR,71.00,184,,4.42,,35.5,127,,
1741,1989,Erik Affholter,Southern California,WR,71.60,181,,4.61,,31.5,108,4.41,
1742,1989,Mike Barber,Marshall (WV),WR,70.50,165,,4.55,,35.5,120,4.03,
1743,1989,Don Beebe,Chadron State (NE),WR,70.80,176,,4.42,,36.5,115,4.08,
1744,1989,Willie Bouyer,Michigan State,WR,74.10,197,,4.64,,34.0,125,4.34,
1745,1989,Dana Brinson,Nebraska,WR,68.90,165,,4.45,,37.0,121,4.08,
1746,1989,Andre Brown,Miami (FL),WR,75.30,200,,4.68,,33.5,120,4.11,
1747,1989,Shawn Collins,Northern Arizona,WR,73.60,197,,4.53,,36.0,124,4.24,
1748,1989,Bill Davis,Cincinnati,WR,70.40,175,,4.76,,31.0,105,4.03,
1749,1989,Reggie Davis,Texas Christian,WR,73.00,213,,4.53,,29.5,116,4.49,
1750,1989,Jarrod Delaney,Texas Christian,WR,73.50,194,,,,,,,
1751,1989,Titus Dixon,Troy (AL),WR,66.00,144,,4.44,,33.0,114,4.38,
1752,1989,Hart Lee Dykes,Oklahoma State,WR,75.90,216,,4.67,,33.0,122,4.13,
1753,1989,John Ford,Virginia,WR,73.60,204,,4.45,,33.0,117,4.24,
1754,1989,John Gibbs,Cal-State Fullerton,WR,71.30,163,,,,,,,
1755,1989,Deval Glover,Syracuse,WR,71.30,185,,,,31.5,116,4.03,
1756,1989,Jeff Graham,Long Beach State (CA),WR,76.10,203,,4.99,,32.5,115,4.55,
1757,1989,Fred Hadley,Mississippi State,WR,73.00,176,,4.56,,32.5,113,4.24,
1758,1989,Rod Harris,Texas A&M,WR,70.00,182,,4.56,,31.0,106,4.36,
